entry_id,work_id,award_id,award_name,award_year,award_no,award_term,title,author,isbn13,isbn_status,status,remarks
KIK-031-H1-01,PLAM-000661,KIK,吉川英治文学賞,1997,31,H1,同心円,野坂昭如,,missing,awarded,
KIK-032-H1-01,PLAM-000662,KIK,吉川英治文学賞,1998,32,H1,みんなの秘密,林真理子,,missing,co_winner,
KIK-032-H1-02,PLAM-000663,KIK,吉川英治文学賞,1998,32,H1,死の泉,皆川博子,,missing,co_winner,
KIK-033-H1-01,PLAM-000664,KIK,吉川英治文学賞,1999,33,H1,怒濤のごとく,白石一郎,,missing,awarded,
KIK-034-H1-01,PLAM-000665,KIK,吉川英治文学賞,2000,34,H1,火怨,高橋克彦,,missing,awarded,
KIK-035-H1-01,PLAM-000666,KIK,吉川英治文学賞,2001,35,H1,子産,宮城谷昌光,,missing,awarded,
KIK-036-H1-01,PLAM-000667,KIK,吉川英治文学賞,2002,36,H1,ごろごろ,伊集院静,,missing,awarded,
KIK-037-H1-01,PLAM-000668,KIK,吉川英治文学賞,2003,37,H1,海霧,原田康子,,missing,awarded,
KIK-038-H1-01,PLAM-000669,KIK,吉川英治文学賞,2004,38,H1,楊家将,北方謙三,,missing,awarded,
KIK-039-H1-01,PLAM-000670,KIK,吉川英治文学賞,2005,39,H1,夜の明けるまで,北原亞以子,,missing,awarded,
KIK-040-H1-00,,KIK,吉川英治文学賞,2006,40,H1,,,,missing,no_award,
KIK-041-H1-01,PLAM-000671,KIK,吉川英治文学賞,2007,41,H1,名もなき毒,宮部みゆき,,missing,awarded,
KIK-042-H1-01,PLAM-000672,KIK,吉川英治文学賞,2008,42,H1,中原の虹,浅田次郎,,missing,awarded,
KIK-043-H1-01,PLAM-000673,KIK,吉川英治文学賞,2009,43,H1,オリンピックの身代金,奥田英朗,,missing,awarded,
KIK-044-H1-01,PLAM-000674,KIK,吉川英治文学賞,2010,44,H1,十字架,重松清,,missing,awarded,
KIK-045-H1-01,PLAM-000675,KIK,吉川英治文学賞,2011,45,H1,悪道,森村誠一,,missing,awarded,
KIK-046-H1-01,PLAM-000676,KIK,吉川英治文学賞,2012,46,H1,大江戸釣客伝,夢枕獏,,missing,awarded,
KIK-047-H1-01,PLAM-000677,KIK,吉川英治文学賞,2013,47,H1,沈黙のひと,小池真理子,,missing,awarded,
KIK-048-H1-01,PLAM-000678,KIK,吉川英治文学賞,2014,48,H1,海と月の迷路,大沢在昌,,missing,co_winner,
KIK-048-H1-02,PLAM-000679,KIK,吉川英治文学賞,2014,48,H1,祈りの幕が下りる時,東野圭吾,,missing,co_winner,
KIK-049-H1-01,PLAM-000680,KIK,吉川英治文学賞,2015,49,H1,平蔵狩り,逢坂剛,,missing,awarded,
KIK-050-H1-01,PLAM-000681,KIK,吉川英治文学賞,2016,50,H1,東京零年,赤川次郎,,missing,awarded,
KIK-051-H1-01,PLAM-000682,KIK,吉川英治文学賞,2017,51,H1,大雪物語,藤田宜永,,missing,awarded,
KIK-052-H1-01,PLAM-000683,KIK,吉川英治文学賞,2018,52,H1,守教,帚木蓬生,,missing,awarded,
KIK-053-H1-01,PLAM-000684,KIK,吉川英治文学賞,2019,53,H1,鏡の背面,篠田節子,,missing,awarded,
KIK-054-H1-00,,KIK,吉川英治文学賞,2020,54,H1,,,,missing,no_award,
KIK-055-H1-01,PLAM-000685,KIK,吉川英治文学賞,2021,55,H1,風よ あらしよ,村山由佳,,missing,awarded,
KIK-056-H1-01,PLAM-000686,KIK,吉川英治文学賞,2022,56,H1,遠巷説百物語,京極夏彦,,missing,co_winner,
KIK-056-H1-02,PLAM-000687,KIK,吉川英治文学賞,2022,56,H1,やさしい猫,中島京子,,missing,co_winner,
KIK-057-H1-01,PLAM-000688,KIK,吉川英治文学賞,2023,57,H1,燕は戻ってこない,桐野夏生,,missing,awarded,
KIK-058-H1-01,PLAM-000689,KIK,吉川英治文学賞,2024,58,H1,悪逆,黒川博行,,missing,awarded,
KIK-059-H1-01,PLAM-000690,KIK,吉川英治文学賞,2025,59,H1,方舟を燃やす,角田光代,,missing,awarded,
KIK-060-H1-01,PLAM-000691,KIK,吉川英治文学賞,2026,60,H1,どら蔵,朝井まかて,,missing,awarded,
