entry_id,work_id,award_id,award_name,award_year,award_no,award_term,title,author,isbn13,isbn_status,status,remarks
JRA-048-H1-01,PLAM-000519,JRA,日本推理作家協会賞,1995,48,H1,沈黙の教室,折原一,,missing,co_winner,
JRA-048-H1-02,PLAM-000520,JRA,日本推理作家協会賞,1995,48,H1,鋼鉄の騎士,藤田宜永,,missing,co_winner,
JRA-049-H1-01,PLAM-000521,JRA,日本推理作家協会賞,1996,49,H1,魍魎の匣,京極夏彦,,missing,co_winner,
JRA-049-H1-02,PLAM-000522,JRA,日本推理作家協会賞,1996,49,H1,ソリトンの悪魔,梅原克文,,missing,co_winner,
JRA-050-H1-01,PLAM-000523,JRA,日本推理作家協会賞,1997,50,H1,奪取,真保裕一,,missing,awarded,
JRA-051-H1-01,PLAM-000524,JRA,日本推理作家協会賞,1998,51,H1,OUT,桐野夏生,,missing,co_winner,
JRA-051-H1-02,PLAM-000525,JRA,日本推理作家協会賞,1998,51,H1,鎮魂歌 不夜城II,馳星周,,missing,co_winner,
JRA-052-H1-01,PLAM-000526,JRA,日本推理作家協会賞,1999,52,H1,秘密,東野圭吾,,missing,co_winner,
JRA-052-H1-02,PLAM-000527,JRA,日本推理作家協会賞,1999,52,H1,幻の女,香納諒一,,missing,co_winner,
JRA-053-H1-01,PLAM-000528,JRA,日本推理作家協会賞,2000,53,H1,永遠の仔,天童荒太,,missing,co_winner,
JRA-053-H1-02,PLAM-000529,JRA,日本推理作家協会賞,2000,53,H1,亡国のイージス,福井晴敏,,missing,co_winner,
JRA-054-H1-01,PLAM-000530,JRA,日本推理作家協会賞,2001,54,H1,残光,東直己,,missing,co_winner,
JRA-054-H1-02,PLAM-000531,JRA,日本推理作家協会賞,2001,54,H1,永遠の森 博物館惑星,菅浩江,,missing,co_winner,
JRA-055-H1-01,PLAM-000532,JRA,日本推理作家協会賞,2002,55,H1,ミステリ・オペラ 宿命城殺人事件,山田正紀,,missing,co_winner,
JRA-055-H1-02,PLAM-000533,JRA,日本推理作家協会賞,2002,55,H1,アラビアの夜の種族,古川日出男,,missing,co_winner,
JRA-056-H1-01,PLAM-000534,JRA,日本推理作家協会賞,2003,56,H1,石の中の蜘蛛,浅暮三文,,missing,co_winner,
JRA-056-H1-02,PLAM-000535,JRA,日本推理作家協会賞,2003,56,H1,マレー鉄道の謎,有栖川有栖,,missing,co_winner,
JRA-057-H1-01,PLAM-000536,JRA,日本推理作家協会賞,2004,57,H1,ワイルド・ソウル,垣根涼介,,missing,co_winner,
JRA-057-H1-02,PLAM-000537,JRA,日本推理作家協会賞,2004,57,H1,葉桜の季節に君を想うということ,歌野晶午,,missing,co_winner,
JRA-058-H1-01,PLAM-000538,JRA,日本推理作家協会賞,2005,58,H1,硝子のハンマー,貴志祐介,,missing,co_winner,
JRA-058-H1-02,PLAM-000539,JRA,日本推理作家協会賞,2005,58,H1,剣と薔薇の夏,戸松淳矩,,missing,co_winner,
JRA-059-H1-01,PLAM-000540,JRA,日本推理作家協会賞,2006,59,H1,ユージニア,恩田陸,,missing,awarded,
JRA-060-H1-01,PLAM-000541,JRA,日本推理作家協会賞,2007,60,H1,赤朽葉家の伝説,桜庭一樹,,missing,awarded,
JRA-061-H1-01,PLAM-000542,JRA,日本推理作家協会賞,2008,61,H1,果断 隠蔽捜査2,今野敏,,missing,awarded,
JRA-062-H1-01,PLAM-000543,JRA,日本推理作家協会賞,2009,62,H1,カラスの親指,道尾秀介,,missing,co_winner,
JRA-062-H1-02,PLAM-000544,JRA,日本推理作家協会賞,2009,62,H1,ジョーカー・ゲーム,柳広司,,missing,co_winner,
JRA-063-H1-01,PLAM-000545,JRA,日本推理作家協会賞,2010,63,H1,粘膜蜥蜴,飴村行,,missing,co_winner,
JRA-063-H1-02,PLAM-000546,JRA,日本推理作家協会賞,2010,63,H1,乱反射,貫井徳郎,,missing,co_winner,
JRA-064-H1-01,PLAM-000547,JRA,日本推理作家協会賞,2011,64,H1,隻眼の少女,麻耶雄嵩,,missing,co_winner,
JRA-064-H1-02,PLAM-000548,JRA,日本推理作家協会賞,2011,64,H1,折れた竜骨,米澤穂信,,missing,co_winner,
JRA-065-H1-01,PLAM-000549,JRA,日本推理作家協会賞,2012,65,H1,ジェノサイド,高野和明,,missing,awarded,
JRA-066-H1-01,PLAM-000550,JRA,日本推理作家協会賞,2013,66,H1,百年法,山田宗樹,,missing,awarded,
JRA-067-H1-01,PLAM-000551,JRA,日本推理作家協会賞,2014,67,H1,金色機械,恒川光太郎,,missing,awarded,
JRA-068-H1-01,PLAM-000552,JRA,日本推理作家協会賞,2015,68,H1,土漠の花,月村了衛,,missing,co_winner,
JRA-068-H1-02,PLAM-000553,JRA,日本推理作家協会賞,2015,68,H1,イノセント・デイズ,早見和真,,missing,co_winner,
JRA-069-H1-01,PLAM-000554,JRA,日本推理作家協会賞,2016,69,H1,孤狼の血,柚月裕子,,missing,awarded,
JRA-070-H1-01,PLAM-000555,JRA,日本推理作家協会賞,2017,70,H1,愚者の毒,宇佐美まこと,,missing,awarded,
JRA-071-H1-01,PLAM-000556,JRA,日本推理作家協会賞,2018,71,H1,いくさの底,古処誠二,,missing,awarded,
JRA-072-H1-01,PLAM-000557,JRA,日本推理作家協会賞,2019,72,H1,凍てつく太陽,葉真中顕,,missing,awarded,
JRA-073-H1-01,PLAM-000558,JRA,日本推理作家協会賞,2020,73,H1,スワン,呉勝浩,,missing,awarded,
JRA-074-H1-01,PLAM-000559,JRA,日本推理作家協会賞,2021,74,H1,インビジブル,坂上泉,,missing,co_winner,
JRA-074-H1-02,PLAM-000560,JRA,日本推理作家協会賞,2021,74,H1,蟬かえる,櫻田智也,,missing,co_winner,
JRA-075-H1-01,PLAM-000561,JRA,日本推理作家協会賞,2022,75,H1,大鞠家殺人事件,芦辺拓,,missing,awarded,
JRA-076-H1-01,PLAM-000562,JRA,日本推理作家協会賞,2023,76,H1,夜の道標,芦沢央,,missing,co_winner,
JRA-076-H1-02,PLAM-000563,JRA,日本推理作家協会賞,2023,76,H1,君のクイズ,小川哲,,missing,co_winner,
JRA-077-H1-01,PLAM-000564,JRA,日本推理作家協会賞,2024,77,H1,地雷グリコ,青崎有吾,,missing,co_winner,
JRA-077-H1-02,PLAM-000565,JRA,日本推理作家協会賞,2024,77,H1,不夜島（ナイトランド）,荻堂顕,,missing,co_winner,
JRA-078-H1-01,PLAM-000566,JRA,日本推理作家協会賞,2025,78,H1,崑崙奴,古泉迦十,,missing,awarded,
JRA-079-H1-01,PLAM-000567,JRA,日本推理作家協会賞,2026,79,H1,百年の時効,伏尾美紀,,missing,awarded,
