entry_id,work_id,award_id,award_name,award_year,award_no,award_term,title,author,isbn13,isbn_status,status,remarks
NOM-061-H1-01,PLAM-000949,NOM,野間文芸賞,2008,61,H1,宿屋めぐり,町田康,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-060-H1-01,PLAM-000950,NOM,野間文芸賞,2007,60,H1,ノルゲ Norge,佐伯一麦,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-059-H1-01,PLAM-000951,NOM,野間文芸賞,2006,59,H1,一日 夢の柵,黒井千次,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-058-H1-01,PLAM-000952,NOM,野間文芸賞,2005,58,H1,半島を出よ（上・下）,村上龍,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-057-H1-01,PLAM-000953,NOM,野間文芸賞,2004,57,H1,父の肖像,辻井喬,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-056-H1-01,PLAM-000954,NOM,野間文芸賞,2003,56,H1,贈答のうた,竹西寛子,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-055-H1-01,PLAM-000955,NOM,野間文芸賞,2002,55,H1,時の潮,高井有一,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-054-H1-01,PLAM-000956,NOM,野間文芸賞,2001,54,H1,場所,瀬戸内寂聴,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-053-H1-01,PLAM-000957,NOM,野間文芸賞,2000,53,H1,長い時間をかけた人間の経験,林京子,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-052-H1-01,PLAM-000958,NOM,野間文芸賞,1999,52,H1,マロニエの花が言った（上・下）,清岡卓行,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-051-H1-01,PLAM-000805,NOM,野間文芸賞,1998,51,H1,火の山―山猿記（上・下）,津島佑子,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-050-H1-01,PLAM-000959,NOM,野間文芸賞,1997,50,H1,木霊集,田久保英夫,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-050-H1-02,PLAM-000960,NOM,野間文芸賞,1997,50,H1,ひべるにあ島紀行,富岡多惠子,,missing,co_winner,award_booksより取り込み(2026-07-17)
NOM-049-H1-01,PLAM-000961,NOM,野間文芸賞,1996,49,H1,信長,秋山駿,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-047-H1-01,PLAM-000962,NOM,野間文芸賞,1994,47,H1,志賀直哉（上・下）,阿川弘之,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-047-H1-02,PLAM-000963,NOM,野間文芸賞,1994,47,H1,百年の旅人たち（上・下）,李恢成,,missing,co_winner,award_booksより取り込み(2026-07-17)
NOM-046-H1-01,PLAM-000964,NOM,野間文芸賞,1993,46,H1,台風の眼,日野啓三,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-045-H1-01,PLAM-000965,NOM,野間文芸賞,1992,45,H1,田園風景,坂上弘,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-044-H1-01,PLAM-000966,NOM,野間文芸賞,1991,44,H1,みいら採り猟奇譚,河野多惠子,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-043-H1-01,PLAM-000967,NOM,野間文芸賞,1990,43,H1,私のチェーホフ,佐々木基一,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-042-H1-01,PLAM-000968,NOM,野間文芸賞,1989,42,H1,孔子,井上靖,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-041-H1-01,PLAM-000969,NOM,野間文芸賞,1988,41,H1,僕の昭和史（Ⅰ・Ⅱ・Ⅲ）,安岡章太郎,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-040-H1-01,PLAM-000970,NOM,野間文芸賞,1987,40,H1,われ逝くもののごとく,森敦,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-039-H1-01,PLAM-000971,NOM,野間文芸賞,1986,39,H1,啼く鳥の,大庭みな子,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-039-H1-02,PLAM-000972,NOM,野間文芸賞,1986,39,H1,島木赤彦,上田三四二,,missing,co_winner,award_booksより取り込み(2026-07-17)
NOM-038-H1-01,PLAM-000973,NOM,野間文芸賞,1985,38,H1,忠臣藏とは何か,丸谷才一,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-038-H1-02,PLAM-000974,NOM,野間文芸賞,1985,38,H1,魚雷艇学生,島尾敏雄,,missing,co_winner,award_booksより取り込み(2026-07-17)
NOM-036-H1-01,PLAM-000975,NOM,野間文芸賞,1983,36,H1,蓮如（全八巻）,丹羽文雄,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-035-H1-01,PLAM-000976,NOM,野間文芸賞,1982,35,H1,別れる理由（Ⅰ・Ⅱ・Ⅲ）,小島信夫,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-034-H1-01,PLAM-000977,NOM,野間文芸賞,1981,34,H1,いのちとかたち,山本健吉,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-033-H1-01,PLAM-000978,NOM,野間文芸賞,1980,33,H1,侍,遠藤周作,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-032-H1-01,PLAM-000979,NOM,野間文芸賞,1979,32,H1,悲しいだけ,藤枝静男,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-031-H1-01,PLAM-000980,NOM,野間文芸賞,1978,31,H1,夕暮まで,吉行淳之介,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-030-H1-01,PLAM-000981,NOM,野間文芸賞,1977,30,H1,回想の文学（一）（二）（三）,中島健蔵,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-029-H1-01,PLAM-000982,NOM,野間文芸賞,1976,29,H1,拳銃と十五の短篇,三浦哲郎,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-029-H1-02,PLAM-000983,NOM,野間文芸賞,1976,29,H1,目まいのする散歩,武田泰淳,,missing,co_winner,award_booksより取り込み(2026-07-17)
NOM-028-H1-01,PLAM-000984,NOM,野間文芸賞,1975,28,H1,さまざまな青春,平野謙,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-028-H1-02,PLAM-000985,NOM,野間文芸賞,1975,28,H1,あの日この日（上・下）,尾崎一雄,,missing,co_winner,award_booksより取り込み(2026-07-17)
NOM-027-H1-01,PLAM-000986,NOM,野間文芸賞,1974,27,H1,中原中也,大岡昇平,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-026-H1-01,PLAM-000987,NOM,野間文芸賞,1973,26,H1,洪水はわが魂に及び（上・下）,大江健三郎,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-025-H1-01,PLAM-000988,NOM,野間文芸賞,1972,25,H1,樹影,佐多稲子,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-024-H1-01,PLAM-000989,NOM,野間文芸賞,1971,24,H1,絵合せ,庄野潤三,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-023-H1-01,PLAM-000990,NOM,野間文芸賞,1970,23,H1,漱石とその時代,江藤淳,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-023-H1-02,PLAM-000991,NOM,野間文芸賞,1970,23,H1,ヨオロッパの世紀末,吉田健一,,missing,co_winner,award_booksより取り込み(2026-07-17)
NOM-022-H1-01,PLAM-000992,NOM,野間文芸賞,1969,22,H1,甲乙丙丁,中野重治,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-021-H1-01,PLAM-000993,NOM,野間文芸賞,1968,21,H1,吉田松陰,河上徹太郎,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-020-H1-01,PLAM-000994,NOM,野間文芸賞,1967,20,H1,贋の偶像,中村光夫,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-020-H1-02,PLAM-000995,NOM,野間文芸賞,1967,20,H1,好きな女の胸飾り,舟橋聖一,,missing,co_winner,award_booksより取り込み(2026-07-17)
NOM-019-H1-01,PLAM-000996,NOM,野間文芸賞,1966,19,H1,黒い雨,井伏鱒二,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-018-H1-01,PLAM-000997,NOM,野間文芸賞,1965,18,H1,一個その他,永井龍男,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-017-H1-01,PLAM-000998,NOM,野間文芸賞,1964,17,H1,咲庵,中山義秀,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-017-H1-02,PLAM-000999,NOM,野間文芸賞,1964,17,H1,死の淵より,高見順,,missing,co_winner,award_booksより取り込み(2026-07-17)
NOM-016-H1-01,PLAM-001000,NOM,野間文芸賞,1963,16,H1,年月のあしおと,広津和郎,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-015-H1-01,PLAM-001001,NOM,野間文芸賞,1962,15,H1,まぼろしの記,尾崎一雄,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-014-H1-01,PLAM-001002,NOM,野間文芸賞,1961,14,H1,淀どの日記,井上靖,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-013-H1-01,PLAM-001003,NOM,野間文芸賞,1960,13,H1,婉という女,大原富枝,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-013-H1-02,PLAM-001004,NOM,野間文芸賞,1960,13,H1,海辺の光景,安岡章太郎,,missing,co_winner,award_booksより取り込み(2026-07-17)
NOM-012-H1-01,PLAM-001005,NOM,野間文芸賞,1959,12,H1,かげろふの日記遺文,室生犀星,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-011-H1-01,PLAM-001006,NOM,野間文芸賞,1958,11,H1,近代絵画,小林秀雄,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-010-H1-01,PLAM-001007,NOM,野間文芸賞,1957,10,H1,女坂,円地文子,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-010-H1-02,PLAM-001008,NOM,野間文芸賞,1957,10,H1,おはん,宇野千代,,missing,co_winner,award_booksより取り込み(2026-07-17)
NOM-009-H1-01,PLAM-001009,NOM,野間文芸賞,1956,9,H1,筏,外村繁,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-007-H1-01,PLAM-001010,NOM,野間文芸賞,1954,7,H1,山の音,川端康成,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-006-H1-01,PLAM-001011,NOM,野間文芸賞,1953,6,H1,蛇と鳩,丹羽文雄,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-005-H1-01,PLAM-001012,NOM,野間文芸賞,1946,5,H1,（業績に対する受賞）,小川未明,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-003-H1-01,PLAM-001013,NOM,野間文芸賞,1943,3,H1,（業績に対する受賞）,幸田露伴,,missing,awarded,award_booksより取り込み(2026-07-17)
NOM-001-H1-01,PLAM-001014,NOM,野間文芸賞,1941,1,H1,（業績に対する受賞）,真山青果,,missing,awarded,award_booksより取り込み(2026-07-17)
