entry_id,work_id,award_id,award_name,award_year,award_no,award_term,title,author,isbn13,isbn_status,status,remarks
TAN-046-H1-01,PLAM-000793,TAN,谷崎潤一郎賞,2010,46,H1,ピストルズ,阿部和重,9784062161169,known,awarded,award_booksより取り込み(2026-07-17)
TAN-044-H1-01,PLAM-000794,TAN,谷崎潤一郎賞,2008,44,H1,東京島,桐野夏生,9784104667024,known,awarded,award_booksより取り込み(2026-07-17)
TAN-043-H1-01,PLAM-000795,TAN,谷崎潤一郎賞,2007,43,H1,爆心,青来有一,9784163254708,known,awarded,award_booksより取り込み(2026-07-17)
TAN-042-H1-01,PLAM-000796,TAN,谷崎潤一郎賞,2006,42,H1,ミーナの行進,小川洋子,9784120037214,known,awarded,award_booksより取り込み(2026-07-17)
TAN-041-H1-01,PLAM-000797,TAN,谷崎潤一郎賞,2005,41,H1,告白,町田康,9784120036217,known,awarded,award_booksより取り込み(2026-07-17)
TAN-041-H1-02,PLAM-000798,TAN,谷崎潤一郎賞,2005,41,H1,風味絶佳,山田詠美,9784163239309,known,co_winner,award_booksより取り込み(2026-07-17)
TAN-040-H1-01,PLAM-000799,TAN,谷崎潤一郎賞,2004,40,H1,雪沼とその周辺,堀江敏幸,9784104471027,known,awarded,award_booksより取り込み(2026-07-17)
TAN-039-H1-01,PLAM-000800,TAN,谷崎潤一郎賞,2003,39,H1,容疑者の夜行列車,多和田葉子,9784791759736,known,awarded,award_booksより取り込み(2026-07-17)
TAN-037-H1-01,PLAM-000801,TAN,谷崎潤一郎賞,2001,37,H1,センセイの鞄,川上弘美,9784582829617,known,awarded,award_booksより取り込み(2026-07-17)
TAN-036-H1-01,PLAM-000802,TAN,谷崎潤一郎賞,2000,36,H1,遊動亭円木,辻原登,9784163187303,known,awarded,award_booksより取り込み(2026-07-17)
TAN-036-H1-02,PLAM-000803,TAN,谷崎潤一郎賞,2000,36,H1,共生虫,村上龍,9784062100274,known,co_winner,award_booksより取り込み(2026-07-17)
TAN-035-H1-01,PLAM-000804,TAN,谷崎潤一郎賞,1999,35,H1,透光の樹,高樹のぶ子,9784163182704,known,awarded,award_booksより取り込み(2026-07-17)
TAN-034-H1-01,PLAM-000805,TAN,谷崎潤一郎賞,1998,34,H1,火の山―山猿記,津島佑子,,missing,awarded,award_booksより取り込み(2026-07-17)
TAN-033-H1-01,PLAM-000806,TAN,谷崎潤一郎賞,1997,33,H1,路地,三木卓,9784062086295,known,awarded,award_booksより取り込み(2026-07-17)
TAN-033-H1-02,PLAM-000807,TAN,谷崎潤一郎賞,1997,33,H1,季節の記憶,保坂和志,9784062083218,known,co_winner,award_booksより取り込み(2026-07-17)
TAN-031-H1-01,PLAM-000808,TAN,谷崎潤一郎賞,1995,31,H1,西行花伝,辻邦生,9784103142164,known,awarded,award_booksより取り込み(2026-07-17)
TAN-030-H1-01,PLAM-000809,TAN,谷崎潤一郎賞,1994,30,H1,虹の岬,辻井喬,9784120023408,known,awarded,award_booksより取り込み(2026-07-17)
TAN-029-H1-01,PLAM-000810,TAN,谷崎潤一郎賞,1993,29,H1,マシアス・ギリの失脚,池澤夏樹,9784106006531,known,awarded,award_booksより取り込み(2026-07-17)
TAN-028-H1-01,PLAM-000811,TAN,谷崎潤一郎賞,1992,28,H1,花に問え,瀬戸内寂聴,9784120021251,known,awarded,award_booksより取り込み(2026-07-17)
TAN-027-H1-01,PLAM-000812,TAN,谷崎潤一郎賞,1991,27,H1,シャンハイムーン,井上ひさし,9784087727821,known,awarded,award_booksより取り込み(2026-07-17)
TAN-026-H1-01,PLAM-000813,TAN,谷崎潤一郎賞,1990,26,H1,やすらかに今はねむり給え,林京子,9784062048958,known,awarded,award_booksより取り込み(2026-07-17)
TAN-023-H1-01,PLAM-000814,TAN,谷崎潤一郎賞,1987,23,H1,別れぬ理由,渡辺淳一,9784103248088,known,awarded,award_booksより取り込み(2026-07-17)
TAN-022-H1-01,PLAM-000815,TAN,谷崎潤一郎賞,1986,22,H1,静かな生活,大江健三郎,9784062050791,known,awarded,award_booksより取り込み(2026-07-17)
TAN-021-H1-01,PLAM-000816,TAN,谷崎潤一郎賞,1985,21,H1,新橋烏森口青春篇,椎名誠,9784103456049,known,awarded,award_booksより取り込み(2026-07-17)
TAN-009-H1-01,PLAM-000817,TAN,谷崎潤一郎賞,1973,9,H1,帰らざる夏,加賀乙彦,,missing,awarded,award_booksより取り込み(2026-07-17)
TAN-008-H1-01,PLAM-000818,TAN,谷崎潤一郎賞,1972,8,H1,たった一人の反乱,丸谷才一,,missing,awarded,award_booksより取り込み(2026-07-17)
TAN-007-H1-01,PLAM-000819,TAN,谷崎潤一郎賞,1971,7,H1,青年の環,野間宏,,missing,awarded,award_booksより取り込み(2026-07-17)
TAN-006-H1-01,PLAM-000820,TAN,谷崎潤一郎賞,1970,6,H1,闇のなかの黒い馬,埴谷雄高,9784309008967,known,awarded,award_booksより取り込み(2026-07-17)
TAN-006-H1-02,PLAM-000821,TAN,谷崎潤一郎賞,1970,6,H1,暗室,吉行淳之介,9784408530628,known,co_winner,award_booksより取り込み(2026-07-17)
TAN-003-H1-01,PLAM-000822,TAN,谷崎潤一郎賞,1967,3,H1,万延元年のフットボール,大江健三郎,,missing,awarded,award_booksより取り込み(2026-07-17)
TAN-003-H1-02,PLAM-000823,TAN,谷崎潤一郎賞,1967,3,H1,友達,安部公房,9780900000188,known,co_winner,award_booksより取り込み(2026-07-17)
TAN-002-H1-01,PLAM-000824,TAN,谷崎潤一郎賞,1966,2,H1,沈黙,遠藤周作,9784888510837,known,awarded,award_booksより取り込み(2026-07-17)
TAN-001-H1-01,PLAM-000825,TAN,谷崎潤一郎賞,1965,1,H1,抱擁家族,小島信夫,,missing,awarded,award_booksより取り込み(2026-07-17)
