entry_id,work_id,award_id,award_name,award_year,award_no,award_term,title,author,isbn13,isbn_status,status,remarks
YAM-026-H1-01,PLAM-000618,YAM,山本周五郎賞,2013,26,H1,残穢,小野不由美,,missing,awarded,
YAM-027-H1-01,PLAM-000619,YAM,山本周五郎賞,2014,27,H1,満願,米澤穂信,,missing,awarded,
YAM-028-H1-01,PLAM-000620,YAM,山本周五郎賞,2015,28,H1,ナイルパーチの女子会,柚木麻子,,missing,awarded,
YAM-029-H1-01,PLAM-000621,YAM,山本周五郎賞,2016,29,H1,ユートピア,湊かなえ,,missing,awarded,
YAM-030-H1-01,PLAM-000622,YAM,山本周五郎賞,2017,30,H1,明るい夜に出かけて,佐藤多佳子,,missing,awarded,
YAM-031-H1-01,PLAM-000623,YAM,山本周五郎賞,2018,31,H1,ゲームの王国,小川哲,,missing,awarded,
YAM-032-H1-01,PLAM-000624,YAM,山本周五郎賞,2019,32,H1,平場の月,朝倉かすみ,,missing,awarded,
YAM-033-H1-01,PLAM-000625,YAM,山本周五郎賞,2020,33,H1,ザ・ロイヤルファミリー,早見和真,,missing,awarded,
YAM-034-H1-01,PLAM-000379,YAM,山本周五郎賞,2021,34,H1,テスカトリポカ,佐藤究,,missing,awarded,
YAM-035-H1-01,PLAM-000626,YAM,山本周五郎賞,2022,35,H1,黛家の兄弟,砂原浩太朗,,missing,awarded,
YAM-036-H1-01,PLAM-000387,YAM,山本周五郎賞,2023,36,H1,木挽町のあだ討ち,永井紗耶子,,missing,awarded,
YAM-037-H1-01,PLAM-000564,YAM,山本周五郎賞,2024,37,H1,地雷グリコ,青崎有吾,,missing,awarded,
YAM-038-H1-01,PLAM-000627,YAM,山本周五郎賞,2025,38,H1,女の国会,新川帆立,,missing,awarded,
YAM-039-H1-01,PLAM-000628,YAM,山本周五郎賞,2026,39,H1,見えるか保己一,蝉谷めぐ実,,missing,awarded,
