entry_id,work_id,award_id,award_name,award_year,award_no,award_term,title,author,isbn13,isbn_status,status,remarks
RAN-039-H1-01,PLAM-000458,RAN,江戸川乱歩賞,1993,39,H1,顔に降りかかる雨,桐野夏生,,missing,awarded,
RAN-040-H1-01,PLAM-000459,RAN,江戸川乱歩賞,1994,40,H1,検察捜査,中嶋博行,,missing,awarded,
RAN-041-H1-01,PLAM-000276,RAN,江戸川乱歩賞,1995,41,H1,テロリストのパラソル,藤原伊織,,missing,awarded,
RAN-042-H1-01,PLAM-000460,RAN,江戸川乱歩賞,1996,42,H1,左手に告げるなかれ,渡辺容子,,missing,awarded,
RAN-043-H1-01,PLAM-000461,RAN,江戸川乱歩賞,1997,43,H1,破線のマリス,野沢尚,,missing,awarded,
RAN-044-H1-01,PLAM-000462,RAN,江戸川乱歩賞,1998,44,H1,果つる底なき,池井戸潤,,missing,co_winner,
RAN-044-H1-02,PLAM-000463,RAN,江戸川乱歩賞,1998,44,H1,Twelve Y. O.,福井晴敏,,missing,co_winner,
RAN-045-H1-01,PLAM-000464,RAN,江戸川乱歩賞,1999,45,H1,八月のマルクス,新野剛志,,missing,awarded,
RAN-046-H1-01,PLAM-000465,RAN,江戸川乱歩賞,2000,46,H1,脳男,首藤瓜於,,missing,awarded,
RAN-047-H1-01,PLAM-000466,RAN,江戸川乱歩賞,2001,47,H1,13階段,高野和明,,missing,awarded,
RAN-048-H1-01,PLAM-000467,RAN,江戸川乱歩賞,2002,48,H1,滅びのモノクローム,三浦明博,,missing,awarded,
RAN-049-H1-01,PLAM-000468,RAN,江戸川乱歩賞,2003,49,H1,マッチメイク,不知火京介,,missing,co_winner,
RAN-049-H1-02,PLAM-000469,RAN,江戸川乱歩賞,2003,49,H1,翳りゆく夏,赤井三尋,,missing,co_winner,
RAN-050-H1-01,PLAM-000470,RAN,江戸川乱歩賞,2004,50,H1,カタコンベ,神山裕右,,missing,awarded,
RAN-051-H1-01,PLAM-000471,RAN,江戸川乱歩賞,2005,51,H1,天使のナイフ,薬丸岳,,missing,awarded,
RAN-052-H1-01,PLAM-000472,RAN,江戸川乱歩賞,2006,52,H1,東京ダモイ,鏑木蓮,,missing,co_winner,
RAN-052-H1-02,PLAM-000473,RAN,江戸川乱歩賞,2006,52,H1,三年坂 火の夢,早瀬乱,,missing,co_winner,
RAN-053-H1-01,PLAM-000474,RAN,江戸川乱歩賞,2007,53,H1,沈底魚,曽根圭介,,missing,awarded,
RAN-054-H1-01,PLAM-000475,RAN,江戸川乱歩賞,2008,54,H1,誘拐児,翔田寛,,missing,co_winner,
RAN-054-H1-02,PLAM-000476,RAN,江戸川乱歩賞,2008,54,H1,訣別の森,末浦広海,,missing,co_winner,
RAN-055-H1-01,PLAM-000477,RAN,江戸川乱歩賞,2009,55,H1,プリズン・トリック,遠藤武文,,missing,awarded,
RAN-056-H1-01,PLAM-000478,RAN,江戸川乱歩賞,2010,56,H1,再会,横関大,,missing,awarded,
RAN-057-H1-01,PLAM-000479,RAN,江戸川乱歩賞,2011,57,H1,よろずのことに気をつけよ,川瀬七緒,,missing,co_winner,
RAN-057-H1-02,PLAM-000480,RAN,江戸川乱歩賞,2011,57,H1,完盗オンサイト,玖村まゆみ,,missing,co_winner,
RAN-058-H1-01,PLAM-000481,RAN,江戸川乱歩賞,2012,58,H1,カラマーゾフの妹,高野史緒,,missing,awarded,
RAN-059-H1-01,PLAM-000482,RAN,江戸川乱歩賞,2013,59,H1,襲名犯,竹吉優輔,,missing,awarded,
RAN-060-H1-01,PLAM-000483,RAN,江戸川乱歩賞,2014,60,H1,闇に香る嘘,下村敦史,,missing,awarded,
RAN-061-H1-01,PLAM-000484,RAN,江戸川乱歩賞,2015,61,H1,道徳の時間,呉勝浩,,missing,awarded,
RAN-062-H1-01,PLAM-000485,RAN,江戸川乱歩賞,2016,62,H1,QJKJQ,佐藤究,,missing,awarded,
RAN-063-H1-00,,RAN,江戸川乱歩賞,2017,63,H1,,,,missing,no_award
RAN-064-H1-01,PLAM-000486,RAN,江戸川乱歩賞,2018,64,H1,到達不能極,斉藤詠一,,missing,awarded,
RAN-065-H1-01,PLAM-000487,RAN,江戸川乱歩賞,2019,65,H1,ノワールをまとう女,神護かずみ,,missing,awarded,
RAN-066-H1-01,PLAM-000488,RAN,江戸川乱歩賞,2020,66,H1,わたしが消える,佐野広実,,missing,awarded,
RAN-067-H1-01,PLAM-000489,RAN,江戸川乱歩賞,2021,67,H1,北緯43度のコールドケース,伏尾美紀,,missing,co_winner,
RAN-067-H1-02,PLAM-000490,RAN,江戸川乱歩賞,2021,67,H1,老虎残夢,桃野雑派,,missing,co_winner,
RAN-068-H1-01,PLAM-000491,RAN,江戸川乱歩賞,2022,68,H1,此の世の果ての殺人,荒木あかね,,missing,awarded,
RAN-069-H1-01,PLAM-000492,RAN,江戸川乱歩賞,2023,69,H1,蒼天の鳥,三上幸四郎,,missing,awarded,
RAN-070-H1-01,PLAM-000493,RAN,江戸川乱歩賞,2024,70,H1,遊廓島心中譚,霜月流,,missing,co_winner,
RAN-070-H1-02,PLAM-000494,RAN,江戸川乱歩賞,2024,70,H1,フェイク・マッスル,日野瑛太郎,,missing,co_winner,
RAN-071-H1-01,PLAM-000495,RAN,江戸川乱歩賞,2025,71,H1,殺し屋の営業術,野宮有,,missing,awarded,
RAN-072-H1-01,PLAM-000496,RAN,江戸川乱歩賞,2026,72,H1,天使の負託 ―エンジェル・バレット―,箕輪尊文,,missing,awarded,
